@relation 'current-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,27,28,29,26-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,27,28,29,26'

@attribute local_AA_bin numeric
@attribute local_CA_bin numeric
@attribute global_AA_bin numeric
@attribute global_CA_bin numeric
@attribute local_AA_nom numeric
@attribute local_CA_nom numeric
@attribute global_AA_nom numeric
@attribute global_CA_nom numeric
@attribute length numeric
@attribute total_charge numeric
@attribute nr_charged numeric
@attribute Happiness_mean numeric
@attribute Nr_sad numeric
@attribute identity numeric
@attribute similarity numeric
@attribute Hydropathy numeric
@attribute Hydropathy_diff numeric
@attribute Access numeric
@attribute Relacc numeric
@attribute Scacc numeric
@attribute Screlacc numeric
@attribute Access_avg numeric
@attribute Relacc_avg numeric
@attribute Scacc_avg numeric
@attribute Screlacc_avg numeric
@attribute global_AA numeric
@attribute global_CA numeric
@attribute local_AA numeric
@attribute local_CA numeric

@data
0,0,0,0,1,1,1,1,24,0,6,0.827,1,0.875,0.892,-2.32,0,511.786,365.299,335.311,287.91,21.324417,15.220792,13.971292,11.99625,0.728,0.536,0.573,0.349
0,0,0,0,1,1,1,1,11,1,5,0.771,2,0.909,0.902,-3.98,0,429.321,244.393,353.66,246.422,39.029182,22.217545,32.150909,22.402,0.742,0.64,0.586,0.192
0,0,0,0,1,1,1,1,13,-1,1,0.952,0,0.846,0.864,0.05,0,171.117,90.852,143.41,87.367,13.162846,6.988615,11.031538,6.720538,0.731,0.624,0.601,0.268
0,0,0,0,1,1,1,1,13,-1,1,0.925,0,0.846,0.843,0.49,0,428.692,262.848,349.393,265.102,32.976308,20.219077,26.876385,20.392462,0.841,0.659,0.655,0.357
0,0,0,0,1,1,1,1,12,1,3,0.809,2,0.917,0.912,-2.75,0,505.479,305.829,404.141,288.315,42.12325,25.48575,33.678417,24.02625,1.113,0.57,0.658,0.232
0,0,0,0,1,1,1,1,14,0,4,0.826,1,0.929,0.964,-0.68,0,750.798,428.933,626.142,448.945,53.628429,30.638071,44.724429,32.0675,0.922,0.648,0.659,0.282
0,0,0,0,1,1,1,1,11,1,5,0.772,2,0.909,0.902,-3.98,0,400.713,231.581,326.498,233.665,36.428455,21.052818,29.681636,21.242273,1.127,0.831,0.663,0.279
0,0,0,0,1,1,1,1,12,1,3,0.755,3,0.917,0.912,-1.76,0,592.824,356.858,449.239,280.097,49.402,29.738167,37.436583,23.341417,0.904,0.554,0.665,0.254
0,0,0,0,1,1,1,1,20,-1,5,0.874,0,0.95,0.952,-2.9,0,632.374,357.668,483.558,335.845,31.6187,17.8834,24.1779,16.79225,1.407,1.032,0.667,0.276
0,0,0,0,1,1,1,1,20,-1,5,0.849,0,0.95,0.952,-2.9,0,694.748,370.155,663.046,454.861,34.7374,18.50775,33.1523,22.74305,0.917,0.863,0.699,0.294
0,0,0,0,1,1,1,1,10,-1,1,0.939,0,0.9,0.925,-0.16,0,353.481,225.015,295.092,243.626,35.3481,22.5015,29.5092,24.3626,0.788,0.275,0.702,0.123
0,0,0,0,1,1,1,1,20,-1,5,0.875,0,0.95,0.952,-2.9,0,548.953,314.122,424.681,293.585,27.44765,15.7061,21.23405,14.67925,1.612,1.384,0.707,0.269
0,0,0,0,1,1,1,1,17,-1,3,0.946,0,0.941,0.96,-0.47,0,865.132,547.465,700.999,559.785,50.890118,32.203824,41.235235,32.928529,1.047,0.752,0.727,0.22
0,0,0,0,1,1,1,1,10,-1,1,0.94,0,0.9,0.925,-0.16,0,365.869,233.224,311.039,258.463,36.5869,23.3224,31.1039,25.8463,0.824,0.553,0.729,0.244
0,0,0,0,1,1,1,1,20,-1,5,0.872,0,0.95,0.952,-2.9,0,621.28,347.049,483.459,328.246,31.064,17.35245,24.17295,16.4123,1.443,1.014,0.735,0.288
0,0,0,0,1,1,1,1,7,1,1,0.901,0,0.857,0.826,0.21,0,362.65,185.331,323.005,195.87,51.807143,26.475857,46.143571,27.981429,0.897,0.608,0.737,0.297
0,0,0,0,1,1,1,1,9,-2,2,0.865,0,0.556,0.46,-1.44,0,535.337,469.78,0,0,59.481889,52.197778,0,0,0.921,0.941,0.739,0.739
0,0,0,0,1,1,1,1,5,-1,1,0.915,0,0.8,0.829,-0.35,0,225.903,132.251,160.302,115.702,45.1806,26.4502,32.0604,23.1404,0.816,0.345,0.742,0.16
0,0,0,0,1,1,1,1,17,0,4,0.917,1,0.882,0.901,-2.5,0,832.596,505.725,668.557,493.007,48.976235,29.748529,39.326882,29.000412,0.892,0.59,0.751,0.326
0,0,0,0,1,1,1,1,13,1,3,0.771,2,0.846,0.867,-0.29,0,566.418,340.753,472.035,355.439,43.570615,26.211769,36.310385,27.341462,0.848,0.576,0.761,0.359
0,0,0,0,1,1,1,1,20,-1,5,0.876,0,0.95,0.952,-2.9,0,634.655,371.954,502.884,364.491,31.73275,18.5977,25.1442,18.22455,1.029,0.598,0.77,0.291
0,0,0,0,1,1,1,1,8,1,5,0.668,2,0.875,0.932,-4.5,0,267.217,139.04,216.439,129.987,33.402125,17.38,27.054875,16.248375,0.799,0.191,0.77,0.139
0,0,0,0,1,1,1,1,14,0,4,0.816,1,0.929,0.976,-0.41,0,736.176,424.332,618.318,448.156,52.584,30.309429,44.165571,32.011143,0.858,0.629,0.771,0.352
0,0,0,0,1,1,1,1,24,0,6,0.787,2,0.917,0.912,-1.62,0,1217.074,849.275,864.208,744.053,50.711417,35.386458,36.008667,31.002208,0.889,0.704,0.774,0.472
0,0,0,0,1,1,1,1,8,1,5,0.677,2,0.875,0.911,-5.09,0,268.58,138.658,217.998,129.191,33.5725,17.33225,27.24975,16.148875,1.012,0.614,0.776,0.129
0,0,0,0,1,1,1,1,24,1,7,0.838,1,0.917,0.884,-3.1,0,654.703,425.707,478.783,403.038,27.279292,17.737792,19.949292,16.79325,0.908,0.749,0.778,0.475
0,0,0,0,1,1,1,1,18,-1,3,0.854,1,0.889,0.873,-0.69,0,954.606,538.114,784.256,544.472,53.033667,29.895222,43.569778,30.248444,1.044,0.979,0.793,0.323
0,0,0,0,1,1,1,1,3,1,1,0.733,1,0,-0.5,-1.33,0.28,122.382,58.725,115.909,67.982,40.794,19.575,38.636333,22.660667,1.563,0.686,0.795,0.096
0,0,0,0,1,1,1,1,5,-1,1,0.921,0,0.8,0.824,0.08,0,257.66,160.787,191.277,151.893,51.532,32.1574,38.2554,30.3786,0.891,0.426,0.804,0.05
0,0,0,0,1,1,1,1,8,1,5,0.719,2,0.875,0.911,-5.09,0,443.084,232.369,391.791,247.983,55.3855,29.046125,48.973875,30.997875,1.067,0.572,0.804,0.36
0,0,0,0,1,1,1,1,21,2,4,0.815,3,0.857,0.882,-0.52,0,1209.933,762.09,945.487,670.505,57.615857,36.29,45.02319,31.92881,1.244,0.848,0.808,0.425
0,0,0,0,1,1,1,1,8,1,5,0.668,2,0.875,0.911,-5.09,0,254.478,133.543,203.608,123.753,31.80975,16.692875,25.451,15.469125,0.888,0.153,0.812,0.09
0,0,0,0,1,1,1,1,12,-2,4,0.823,0,0.917,0.934,-4.01,0,358.753,242.012,299.605,273.162,29.896083,20.167667,24.967083,22.7635,1.053,0.782,0.814,0.35
0,0,0,0,1,1,1,1,8,1,5,0.711,2,0.875,0.911,-5.09,0,447.953,235.852,396.84,254.464,55.994125,29.4815,49.605,31.808,1.059,0.645,0.825,0.352
0,0,0,0,1,1,1,1,16,-1,5,0.784,3,0.812,0.747,-3.99,0,498.673,268.58,393.315,258.985,31.167063,16.78625,24.582188,16.186563,1.033,0.605,0.836,0.366
0,0,0,0,1,1,1,1,12,-1,3,0.854,0,0.833,0.845,1.26,0.59,692.212,451.423,539.094,457.835,57.684333,37.618583,44.9245,38.152917,0.926,0.631,0.842,0.403
0,0,0,0,1,1,1,1,12,-2,2,0.845,0,0.917,0.955,-1.66,0,496.016,288.442,387.869,253.02,41.334667,24.036833,32.322417,21.085,0.895,0.231,0.845,0.196
0,0,0,0,1,1,1,1,8,-2,2,0.874,0,0.625,0.689,-0.47,0,307.421,205.305,238.358,213.323,38.427625,25.663125,29.79475,26.665375,0.942,0.399,0.846,0.276
0,0,0,0,1,1,1,1,11,-2,2,0.908,0,0.909,0.886,0.57,0.52,476.916,301.525,369.574,252.164,43.356,27.411364,33.597636,22.924,1.278,0.901,0.85,0.217
0,0,0,0,1,1,1,1,10,-1,1,0.928,0,0.8,0.759,0.47,0,369.108,236.462,302.207,242.169,36.9108,23.6462,30.2207,24.2169,0.936,0.577,0.855,0.38
0,0,0,0,1,1,1,1,10,-1,1,0.939,0,0.9,0.925,-0.16,0,443.547,274.884,380.358,302.347,44.3547,27.4884,38.0358,30.2347,1.002,0.682,0.861,0.219
0,0,0,0,1,1,1,1,12,-2,2,0.844,0,0.917,0.955,-1.66,0,495.175,285.26,389.299,253.381,41.264583,23.771667,32.441583,21.115083,0.886,0.276,0.874,0.219
0,0,0,0,1,1,1,1,12,-1,3,0.85,0,0.917,0.955,-1.59,0,504.049,291.287,397.587,258.822,42.004083,24.273917,33.13225,21.5685,0.92,0.399,0.891,0.19
0,0,0,0,1,1,1,1,15,0,4,0.894,0,0.867,0.888,-0.87,0.19,724.716,444.968,615.296,478.054,48.3144,29.664533,41.019733,31.870267,1.166,0.806,0.892,0.372
0,0,0,0,1,1,1,1,13,0,2,0.885,0,0.923,0.961,-1.42,0,596.376,388.051,438.541,322.772,45.875077,29.850077,33.733923,24.828615,1.049,1.132,0.896,0.736
0,0,0,0,1,1,1,1,24,-4,6,0.851,1,0.833,0.906,-2.8,0,1177.156,679.789,1005.857,740.989,49.048167,28.324542,41.910708,30.874542,1.968,1.543,0.899,0.343
0,0,0,0,1,1,1,1,15,0,4,0.875,0,0.867,0.916,-0.55,0.19,534.02,327.935,463.403,366.616,35.601333,21.862333,30.893533,24.441067,1.128,0.73,0.899,0.394
0,0,0,0,1,1,1,1,11,1,1,0.806,2,0.727,0.732,0.5,0,455.37,346.084,297.527,237.02,41.397273,31.462182,27.047909,21.547273,1.046,0.754,0.901,0.439
0,0,0,0,1,1,1,1,12,-2,2,0.841,0,0.917,0.955,-1.66,0,491.753,283.4,386.903,250.613,40.979417,23.616667,32.241917,20.884417,0.968,0.382,0.909,0.176
0,0,0,0,1,1,1,1,19,-1,5,0.823,3,0.895,0.884,-0.48,0,755.909,437.242,715.39,530.066,39.784684,23.012737,37.652105,27.898211,1.016,0.389,0.912,0.222
0,0,0,0,1,1,1,1,24,3,5,0.789,3,0.958,0.931,-2.42,0,1443.715,840.675,1091.911,740.879,60.154792,35.028125,45.496292,30.869958,1.023,0.511,0.915,0.358
0,0,0,0,1,1,1,1,12,-1,3,0.84,0,0.833,0.845,1.26,0.59,588.255,388.037,416.796,357.891,49.02125,32.336417,34.733,29.82425,0.99,0.59,0.916,0.41
0,0,0,0,1,1,1,1,15,0,2,0.833,2,0.867,0.892,2.3,0,670.011,401.032,579.281,440.236,44.6674,26.735467,38.618733,29.349067,1.138,0.662,0.919,0.255
0,0,0,0,1,1,1,1,16,0,6,0.84,0,0.938,0.942,-4.69,0,720.831,414.468,601.356,433.376,45.051938,25.90425,37.58475,27.086,0.991,0.459,0.921,0.202
0,0,0,0,1,1,1,1,13,1,3,0.807,2,0.846,0.867,-0.55,0,569.646,342.552,459.654,344.725,43.818923,26.350154,35.358,26.517308,1.208,0.781,0.922,0.426
0,0,1,1,1,1,2,2,24,1,5,0.779,4,0.792,0.817,1.83,0,1376.605,873.846,1013.62,758.144,57.358542,36.41025,42.234167,31.589333,2.709,3.021,0.926,0.454
0,0,0,0,1,1,1,1,12,-1,3,0.86,0,0.833,0.845,1.26,0.59,650.748,424.169,485.348,414.979,54.229,35.347417,40.445667,34.581583,1.152,0.91,0.927,0.401
0,0,0,0,1,1,1,1,24,-3,5,0.85,1,0.833,0.893,-3.09,0,416.2,236.555,306.063,220.213,17.341667,9.856458,12.752625,9.175542,1.569,1.421,0.93,0.402
0,0,0,0,1,1,1,1,17,1,3,0.943,0,0.941,0.969,-0.37,0,881.894,542.12,716.768,552.101,51.876118,31.889412,42.162824,32.476529,1.168,0.864,0.934,0.204
0,0,0,0,1,1,1,1,7,0,2,0.903,0,0.714,0.571,-0.13,0,125.225,65.603,102.641,62.864,17.889286,9.371857,14.663,8.980571,1.316,1.024,0.935,0.25
0,0,0,0,1,1,1,1,13,1,3,0.873,0,0.769,0.764,-0.41,0.38,262.096,191.207,181.582,153.47,20.161231,14.708231,13.967846,11.805385,1.483,1.111,0.939,0.248
0,0,0,0,1,1,1,1,9,-2,2,0.917,0,0.889,0.902,0.42,0,243.168,138.573,224.709,161.006,27.018667,15.397,24.967667,17.889556,0.965,0.503,0.948,0.341
0,0,0,0,1,1,1,1,8,1,5,0.704,2,0.875,0.911,-5.09,0,427.17,235.476,377.402,257.796,53.39625,29.4345,47.17525,32.2245,1.258,0.717,0.953,0.305
0,0,0,0,1,1,1,1,9,0,2,0.825,1,0.889,0.933,-1.83,0,121.389,90.334,93.596,88.828,13.487667,10.037111,10.399556,9.869778,1.142,0.564,0.953,0.252
0,0,0,0,1,1,1,1,9,0,2,0.821,1,0.889,0.913,-2.42,0,100.588,72.794,72.605,65.138,11.176444,8.088222,8.067222,7.237556,1.035,0.642,0.955,0.167
0,0,0,0,1,1,1,1,19,-1,5,0.85,3,0.895,0.876,-1.2,0,726.003,426.116,685.657,527.111,38.210684,22.427158,36.087211,27.742684,1.021,0.366,0.956,0.216
0,0,0,0,1,1,1,1,20,-1,5,0.83,1,0.95,0.937,-2.03,0,776.043,399.041,656.975,404.804,38.80215,19.95205,32.84875,20.2402,1.382,0.809,0.957,0.337
0,0,0,0,1,1,1,1,5,-1,1,0.866,1,0.6,0.571,-0.06,0,127.063,79.132,101.536,74.252,25.4126,15.8264,20.3072,14.8504,1.048,0.333,0.965,0.171
0,0,0,0,1,1,1,1,16,0,6,0.84,0,0.938,0.942,-4.69,0,718.929,410.948,597.219,428.074,44.933062,25.68425,37.326188,26.754625,1.035,0.527,0.965,0.232
0,0,0,0,1,1,1,1,13,1,3,0.885,0,0.923,0.887,-1.13,0,598.457,320.319,527.163,338.614,46.035154,24.639923,40.551,26.047231,1.019,0.306,0.966,0.155
0,0,0,0,1,1,1,1,16,0,6,0.838,0,0.938,0.942,-4.69,0,726.083,416.888,603.869,434.198,45.380187,26.0555,37.741813,27.137375,1.058,0.54,0.969,0.228
0,0,0,0,1,1,1,1,16,0,6,0.83,0,0.938,0.942,-4.69,0,666.04,384.301,556.355,401.415,41.6275,24.018813,34.772188,25.088438,1.045,0.617,0.972,0.385
0,0,0,0,1,1,1,1,9,0,2,0.888,0,0.778,0.702,0.09,0,136.26,78.318,110.485,77.614,15.14,8.702,12.276111,8.623778,1.237,1.099,0.977,0.4
0,0,0,0,1,1,1,1,11,-2,2,0.907,0,0.909,0.886,0.57,0.52,471.216,295.771,374.325,255.413,42.837818,26.888273,34.029545,23.219364,1.308,0.799,0.981,0.206
0,0,0,0,1,1,1,1,9,0,4,0.791,1,0.889,0.857,-3.05,0,233.876,130.187,190.188,124.761,25.986222,14.465222,21.132,13.862333,1.156,0.505,0.982,0.224
0,0,0,0,1,1,1,1,18,-1,5,0.865,1,0.889,0.798,-0.82,0,715.334,542.152,451.943,375.216,39.740778,30.119556,25.107944,20.845333,1.184,0.655,0.993,0.488
0,0,0,0,1,1,1,1,8,1,5,0.728,2,0.875,0.911,-5.09,0,467.969,236.942,415.129,249.14,58.496125,29.61775,51.891125,31.1425,1.467,0.822,0.998,0.333
0,0,0,0,1,1,1,1,10,-2,2,0.927,0,0.6,0.509,-0.33,0.02,267.074,200.494,211.58,222.948,26.7074,20.0494,21.158,22.2948,1.232,0.798,1.003,0.514
0,0,0,0,1,1,1,1,21,2,4,0.838,3,0.857,0.861,-0.08,0,884.765,490.967,861.186,591.298,42.131667,23.379381,41.008857,28.157048,1.52,1.018,1.004,0.519
0,0,0,0,1,1,1,1,7,0,0,0.916,0,0.286,0.077,-0.01,0.67,131.802,117.132,65.924,57.549,18.828857,16.733143,9.417714,8.221286,1.783,1.766,1.021,0.781
0,0,0,0,1,1,1,1,13,1,3,0.881,1,0.923,0.926,-0.81,0,684.937,371.027,567.424,375.347,52.687462,28.540538,43.648,28.872846,1.064,0.316,1.022,0.21
0,0,0,0,1,1,1,1,15,-1,1,0.85,1,0.867,0.881,2.34,0,682.417,397.426,572.428,425.434,45.494467,26.495067,38.161867,28.362267,1.245,0.686,1.025,0.32
0,0,0,0,1,1,1,1,8,0,2,0.863,0,0.75,0.865,0.09,0.59,411.003,207.087,378.854,220.469,51.375375,25.885875,47.35675,27.558625,1.163,0.515,1.026,0.269
0,0,1,0,1,1,2,1,9,-1,1,0.953,0,0.667,0.519,0.42,0,210.758,113.99,181.696,104.115,23.417556,12.665556,20.188444,11.568333,2.251,1.976,1.029,0.304
0,0,0,0,1,1,1,1,15,-1,1,0.846,1,0.867,0.881,2.34,0,695.826,410.269,598.339,452.591,46.3884,27.351267,39.889267,30.172733,1.352,0.83,1.036,0.228
0,0,0,0,1,1,1,1,13,1,3,0.795,2,0.846,0.867,-0.55,0,459.74,282.757,385.659,297.341,35.364615,21.750538,29.666077,22.872385,1.168,0.57,1.04,0.253
0,0,0,0,1,1,1,1,9,-2,2,0.88,0,0.778,0.717,0.37,0,210.727,126.076,193.017,148.946,23.414111,14.008444,21.446333,16.549556,1.254,0.965,1.04,0.376
0,0,0,0,1,1,1,1,16,0,6,0.836,0,0.938,0.942,-4.69,0,728.374,422.554,595.344,430.852,45.523375,26.409625,37.209,26.92825,1.104,0.462,1.044,0.208
0,0,0,0,1,1,1,1,24,3,5,0.783,4,0.958,0.953,-2.7,0,1405.789,834.187,1041.719,712.216,58.574542,34.757792,43.404958,29.675667,1.971,1.718,1.046,0.415
0,0,0,0,1,1,1,1,16,0,6,0.838,0,0.938,0.942,-4.69,0,710.577,407.309,589.676,425.984,44.411062,25.456813,36.85475,26.624,1.112,0.322,1.048,0.171
0,0,0,0,1,1,1,1,12,-1,5,0.722,2,0.917,0.917,-4.66,0,472.38,304.99,325.769,244.499,39.365,25.415833,27.147417,20.374917,1.384,1.092,1.048,0.488
0,0,0,0,1,1,1,1,14,1,3,0.912,0,0.857,0.902,-0.35,0,447.603,296.86,322.428,247.788,31.971643,21.204286,23.030571,17.699143,1.089,0.332,1.05,0.204
0,0,0,0,1,1,1,1,16,0,6,0.841,0,0.938,0.942,-4.69,0,733.14,422.259,606.221,437.525,45.82125,26.391188,37.888813,27.345312,1.115,0.412,1.051,0.202
0,0,0,0,1,1,1,1,15,-1,1,0.849,1,0.867,0.881,2.34,0,705.86,412.53,609.247,455.37,47.057333,27.502,40.616467,30.358,1.144,0.491,1.058,0.197
0,0,0,0,1,1,1,1,10,-2,2,0.928,0,0.6,0.593,-0.16,0,396.198,242.534,329.894,213.218,39.6198,24.2534,32.9894,21.3218,1.208,0.557,1.059,0.416
0,0,0,0,1,1,1,1,5,-2,2,0.882,0,0.8,0.778,-0.89,0,177.086,105.413,141.765,102.596,35.4172,21.0826,28.353,20.5192,1.124,0.237,1.063,0.113
0,0,0,0,1,1,1,1,8,1,5,0.722,2,0.875,0.911,-5.09,0,462.329,236.969,408.34,248.571,57.791125,29.621125,51.0425,31.071375,1.315,0.655,1.064,0.312
0,0,0,0,1,1,1,1,13,1,3,0.795,2,0.846,0.867,-0.55,0,511.951,319.192,418.898,325.871,39.380846,24.553231,32.222923,25.067,1.286,0.708,1.065,0.29
0,0,0,0,1,1,1,1,8,1,5,0.676,2,0.875,0.911,-5.09,0,268.889,138.411,225.965,135.68,33.611125,17.301375,28.245625,16.96,1.192,0.27,1.074,0.228
0,0,0,0,1,1,1,1,8,0,2,0.793,0,0.75,0.882,0.17,0.59,426.079,227.995,382.776,230.953,53.259875,28.499375,47.847,28.869125,1.196,0.544,1.075,0.33
0,0,0,0,1,1,1,1,19,1,3,0.846,2,0.842,0.837,0.5,0,803.486,517.798,601.209,444.14,42.288737,27.252526,31.642579,23.375789,1.424,1.204,1.079,0.411
0,0,1,0,1,1,2,1,4,0,0,0.982,0,0.75,0.76,0.95,0,107.473,63.674,86.017,48.854,26.86825,15.9185,21.50425,12.2135,2.026,1.231,1.081,0.194
0,0,0,0,1,1,1,1,13,1,3,0.79,2,0.846,0.867,-0.55,0,511.963,320.024,426.524,334.215,39.381769,24.617231,32.809538,25.708846,1.282,0.666,1.088,0.267
0,0,0,0,1,1,1,1,16,0,6,0.838,0,0.938,0.942,-4.69,0,732.341,422.684,604.334,434.453,45.771313,26.41775,37.770875,27.153312,1.204,0.556,1.099,0.221
0,0,0,0,1,1,1,1,13,0,2,0.846,0,0.923,0.961,-0.91,0,646.751,460.439,444.627,329.212,49.750077,35.418385,34.202077,25.324,1.172,1.447,1.1,1.24
0,0,0,0,1,1,1,1,5,-2,2,0.889,0,0.8,0.778,-0.89,0,230.772,136.663,180.436,132.651,46.1544,27.3326,36.0872,26.5302,1.219,0.506,1.101,0.113
0,0,0,0,1,1,1,1,14,0,2,0.926,0,0.857,0.902,0.15,0,441.66,274.493,342.284,246.671,31.547143,19.606643,24.448857,17.619357,1.16,0.404,1.104,0.24
0,0,0,0,1,1,1,1,4,0,0,0.973,0,0.75,0.667,0.16,0,84.252,52.533,59.842,39.008,21.063,13.13325,14.9605,9.752,1.675,0.882,1.11,0.336
0,0,0,0,1,1,1,1,5,-2,2,0.858,0,0.6,0.357,-1.45,0,230.848,141.197,218.264,177.412,46.1696,28.2394,43.6528,35.4824,1.381,0.762,1.111,0.238
0,0,0,0,1,1,1,1,14,1,3,0.896,0,0.929,0.896,-0.07,0,707.544,558.603,409.133,317.337,50.538857,39.900214,29.223786,22.666929,1.249,0.908,1.112,0.589
0,0,0,0,1,1,1,1,8,1,5,0.676,2,0.875,0.911,-5.09,0,268.347,138.399,219.056,130.389,33.543375,17.299875,27.382,16.298625,1.144,0.253,1.112,0.145
0,0,0,0,1,1,1,1,3,-1,1,0.828,0,0.667,0.579,-1.34,0,200.102,116.379,172.697,125.905,66.700667,38.793,57.565667,41.968333,1.756,0.987,1.113,0.073
0,0,0,0,1,1,1,1,8,1,5,0.674,2,0.875,0.911,-5.09,0,261.504,134.282,218.782,129.933,32.688,16.78525,27.34775,16.241625,1.217,0.415,1.116,0.19
0,0,0,0,1,1,1,1,8,1,5,0.666,2,0.875,0.911,-5.09,0,248.535,130.294,200.543,121.429,31.066875,16.28675,25.067875,15.178625,1.241,0.317,1.117,0.133
0,0,0,0,1,1,1,1,5,-2,2,0.88,0,0.8,0.778,-0.89,0,211.593,123.213,151.23,107.911,42.3186,24.6426,30.246,21.5822,1.224,0.383,1.121,0.129
0,0,0,0,1,1,1,1,8,1,5,0.672,2,0.875,0.911,-5.09,0,259.31,134.17,212.914,127.163,32.41375,16.77125,26.61425,15.895375,1.291,0.481,1.126,0.173
0,0,0,0,1,1,1,1,12,2,4,0.841,1,0.917,0.954,-2.64,0,543.504,301.845,447.042,292.9,45.292,25.15375,37.2535,24.408333,1.479,0.711,1.132,0.257
0,0,0,0,1,1,1,1,4,0,0,0.907,0,0.75,0.826,1.04,0,189.817,128.067,155.397,125.673,47.45425,32.01675,38.84925,31.41825,1.46,0.82,1.133,0.461
0,0,0,0,1,1,1,1,11,2,2,0.821,2,0.727,0.651,-0.89,0,559.599,345.442,437.902,274.616,50.872636,31.403818,39.809273,24.965091,1.457,1.075,1.134,0.378
0,0,0,0,1,1,1,1,24,3,5,0.778,3,0.958,0.931,-2.42,0,1405.5,846.127,1054.84,732.428,58.5625,35.255292,43.951667,30.517833,1.563,1.239,1.135,0.506
0,0,0,0,1,1,1,1,24,4,6,0.817,2,0.917,0.912,-2.56,0,986.561,546.949,821.737,560.891,41.106708,22.789542,34.239042,23.370458,1.251,0.735,1.137,0.619
0,0,0,0,1,1,1,1,8,-1,3,0.876,0,0.625,0.522,-0.86,0,198.257,128.401,169.699,133.925,24.782125,16.050125,21.212375,16.740625,1.397,1.204,1.141,0.532
0,0,0,0,1,1,1,1,8,1,5,0.666,2,0.875,0.911,-5.09,0,244.252,126.351,204.534,123.021,30.5315,15.793875,25.56675,15.377625,1.184,0.167,1.146,0.113
0,0,0,0,1,1,1,1,12,-1,3,0.862,0,0.833,0.845,1.26,0.59,647.016,417.926,487.001,412.638,53.918,34.827167,40.583417,34.3865,1.479,1.036,1.147,0.477
0,0,0,0,1,1,1,1,5,-2,2,0.889,0,0.8,0.778,-0.89,0,248.297,146.304,183.197,132.689,49.6594,29.2608,36.6394,26.5378,1.241,0.697,1.153,0.398
