Hydropathy,Hydropathy_diff,ID
-0.9499999999999997,,3DUU_1
-0.9499999999999997,,3DUU_1
2.3400000000000003,0.0,5UKO_1
2.3400000000000003,0.0,5UKO_1
-0.6700000000000002,0.0,3G5Z_1
-0.6700000000000002,0.0,3G5Z_1
1.1300000000000001,0.0,4UOM_1
1.1300000000000001,0.0,4UOM_1
-5.51,0.0,1A4J_1
-5.51,0.0,1A4J_1
-2.6399999999999997,0.010000000000000009,5WKZ_1
-2.6399999999999997,0.010000000000000009,5WKZ_1
-2.419999999999999,0.0,4R26_1
-2.419999999999999,0.0,4R26_1
-1.93,0.5599999999999999,4QWW_1
-1.93,0.5599999999999999,4QWW_1
-2.2600000000000002,0.0,6FY1_2
-2.2600000000000002,0.0,6FY1_2
-1.9,0.0,4ZPT_1
-1.9,0.0,4ZPT_1
2.4899999999999998,1.26,3MCK_1
2.4899999999999998,1.26,3MCK_1
-0.77,0.0,3CLF_1
-0.77,0.0,3CLF_1
-1.19,0.0,6DF0_1
-1.19,0.0,6DF0_1
-0.23999999999999974,0.14,3G6A_1
-0.23999999999999974,0.14,3G6A_1
-3.7099999999999995,0.6499999999999999,3IFP_1
-3.7099999999999995,0.6499999999999999,3IFP_1
-0.6799999999999997,0.18999999999999995,5U3J_1
-0.6799999999999997,0.18999999999999995,5U3J_1
-0.15999999999999995,0.0,4GAY_2
-0.15999999999999995,0.0,4GAY_2
-3.96,0.0,5CD3_1
-3.96,0.0,5CD3_1
-5.09,0.0,1A7O_1
-5.09,0.0,1A7O_1
-0.3999999999999999,1.1600000000000001,6GV1_1
-0.3999999999999999,1.1600000000000001,6GV1_1
-3.67,0.0,4LEO_1
-3.67,0.0,4LEO_1
-1.0899999999999999,0.0,1D5B_1
-1.0899999999999999,0.0,1D5B_1
-2.4499999999999997,0.0,5WOB_8
-2.4499999999999997,0.0,5WOB_8
-3.5199999999999996,,2NY1_1
-3.5199999999999996,,2NY1_1
-1.05,0.0,4TPR_1
-1.05,0.0,4TPR_1
-0.7299999999999995,,3CX5_1
-0.7299999999999995,,3CX5_1
0.010000000000000231,,6B0W_1
0.010000000000000231,,6B0W_1
-3.3199999999999994,0.0,6AO0_1
-3.3199999999999994,0.0,6AO0_1
-0.8000000000000003,0.0,4R97_1
-0.8000000000000003,0.0,4R97_1
-2.21,0.0,1AE6_1
-2.21,0.0,1AE6_1
-0.7999999999999996,,4FQI_1
-0.7999999999999996,,4FQI_1
-2.06,0.0,5GGQ_1
-2.06,0.0,5GGQ_1
-0.11999999999999988,0.0,4RZC_3
-0.11999999999999988,0.0,4RZC_3
-0.30999999999999983,0.0,1MJ8_1
-0.30999999999999983,0.0,1MJ8_1
-2.4,0.0,5JHL_1
-2.4,0.0,5JHL_1
-2.6999999999999993,0.0,4FQ2_1
-2.6999999999999993,0.0,4FQ2_1
-0.88,0.7,6AMM_1
-0.88,0.7,6AMM_1
-0.4899999999999999,0.0,6DG2_1
-0.4899999999999999,0.0,6DG2_1
-1.3499999999999996,0.37,2CMR_1
-1.3499999999999996,0.37,2CMR_1
-1.0200000000000002,0.0,4RNR_2
-1.0200000000000002,0.0,4RNR_2
-2.7399999999999998,0.0,5BZD_1
-2.7399999999999998,0.0,5BZD_1
-0.43999999999999995,0.0,4WHT_1
-0.43999999999999995,0.0,4WHT_1
-1.2300000000000002,0.0,4BZ1_1
-1.2300000000000002,0.0,4BZ1_1
-2.3099999999999996,0.0,4Y5X_1
-2.3099999999999996,0.0,4Y5X_1
0.11999999999999998,0.1,6CBV_1
0.11999999999999998,0.1,6CBV_1
2.4699999999999998,,1T3F_1
2.4699999999999998,,1T3F_1
2.29,0.24000000000000002,1FN4_1
2.29,0.24000000000000002,1FN4_1
0.1700000000000001,0.0,5I19_1
0.1700000000000001,0.0,5I19_1
-4.739999999999999,0.5599999999999999,4YDI_1
-4.739999999999999,0.5599999999999999,4YDI_1
0.8800000000000001,0.0,2FAT_1
0.8800000000000001,0.0,2FAT_1
0.14000000000000032,0.0,5C8J_1
0.14000000000000032,0.0,5C8J_1
-2.4499999999999997,0.0,1NMC_1
-2.4499999999999997,0.0,1NMC_1
-2.6000000000000005,0.0,4NRZ_1
-2.6000000000000005,0.0,4NRZ_1
1.5,0.0,5TFS_1
1.5,0.0,5TFS_1
-2.37,,6BE3_1
-2.37,,6BE3_1
0.36,0.0,3UJJ_1
0.36,0.0,3UJJ_1
-1.1099999999999999,0.0,5KVE_1
-1.1099999999999999,0.0,5KVE_1
-0.06000000000000007,0.47,2OZ4_1
-0.06000000000000007,0.47,2OZ4_1
-1.5,0.0,5F3H_1
-1.5,0.0,5F3H_1
0.4400000000000001,0.020000000000000018,1LK3_1
0.4400000000000001,0.020000000000000018,1LK3_1
0.2599999999999999,0.0,3PHO_1
0.2599999999999999,0.0,3PHO_1
-0.4399999999999999,0.0,5UTZ_1
-0.4399999999999999,0.0,5UTZ_1
-0.6199999999999999,0.07999999999999996,6IEC_1
-0.6199999999999999,0.07999999999999996,6IEC_1
-1.3900000000000001,0.45999999999999996,6APB_1
-1.3900000000000001,0.45999999999999996,6APB_1
-1.3300000000000005,0.07,3O2D_1
-1.3300000000000005,0.07,3O2D_1
-1.89,0.0,3DVN_1
-1.89,0.0,3DVN_1
0.99,0.0,3KS0_1
0.99,0.0,3KS0_1
-0.5399999999999999,0.0,4XXD_1
-0.5399999999999999,0.0,4XXD_1
-5.37,0.0,4LSQ_1
-5.37,0.0,4LSQ_1
-1.6700000000000004,0.0,5XXY_1
-1.6700000000000004,0.0,5XXY_1
-5.6000000000000005,0.0,1FRG_1
-5.6000000000000005,0.0,1FRG_1
-1.5899999999999999,,25C8_1
-1.5899999999999999,,25C8_1
-1.9600000000000002,0.0,5IT2_1
-1.9600000000000002,0.0,5IT2_1
-1.09,0.7,6IUV_1
-1.09,0.7,6IUV_1
0.09000000000000007,0.0,5Y2K_3
0.09000000000000007,0.0,5Y2K_3
-2.6199999999999983,0.0,2A9N_1
-2.6199999999999983,0.0,2A9N_1
0.54,0.0,4QHK_3
0.54,0.0,4QHK_3
-3.4499999999999997,0.0,4U1G_1
-3.4499999999999997,0.0,4U1G_1
0.75,,4N9G_3
0.75,,4N9G_3
1.5700000000000003,0.08000000000000002,6N5B_1
1.5700000000000003,0.08000000000000002,6N5B_1
-1.95,0.0,1JFQ_1
-1.95,0.0,1JFQ_1
-4.05,0.0,6CA6_1
-4.05,0.0,6CA6_1
-1.8700000000000003,0.0,3S35_1
-1.8700000000000003,0.0,3S35_1
-0.6,0.0,5FGC_1
-0.6,0.0,5FGC_1
-0.5599999999999998,0.0,5JQD_1
-0.5599999999999998,0.0,5JQD_1
-3.539999999999999,,5IG7_1
-3.539999999999999,,5IG7_1
-3.0300000000000002,0.0,5JO5_1
-3.0300000000000002,0.0,5JO5_1
0.16,0.0,4NKI_1
0.16,0.0,4NKI_1
-1.5100000000000002,0.0,4N9G_2
-1.5100000000000002,0.0,4N9G_2
0.08000000000000006,0.0,8FAB_1
0.08000000000000006,0.0,8FAB_1
-2.51,0.0,5EOQ_1
-2.51,0.0,5EOQ_1
-4.59,0.0,5W4L_2
-4.59,0.0,5W4L_2
-0.6700000000000002,0.0,3G5V_1
-0.6700000000000002,0.0,3G5V_1
-1.3000000000000003,0.09,4NM4_1
-1.3000000000000003,0.09,4NM4_1
-3.6399999999999997,0.0,4LSS_1
-3.6399999999999997,0.0,4LSS_1
-4.660000000000001,0.47,3C09_1
-4.660000000000001,0.47,3C09_1
0.5900000000000003,,1NLB_1
0.5900000000000003,,1NLB_1
1.25,1.4300000000000002,2O5X_1
1.25,1.4300000000000002,2O5X_1
-1.9100000000000001,0.0,6MID_1
-1.9100000000000001,0.0,6MID_1
-2.2700000000000005,0.17999999999999994,1FGV_1
-2.2700000000000005,0.17999999999999994,1FGV_1
0.8999999999999999,0.0,4HG4_1
0.8999999999999999,0.0,4HG4_1
-2.33,0.0,3QNZ_1
-2.33,0.0,3QNZ_1
1.32,,3QWO_1
1.32,,3QWO_1
-2.0800000000000005,1.1800000000000002,3RA7_1
-2.0800000000000005,1.1800000000000002,3RA7_1
0.9800000000000002,0.14,4QNP_1
0.9800000000000002,0.14,4QNP_1
0.18000000000000016,0.0,5USL_1
0.18000000000000016,0.0,5USL_1
-2.36,0.0,3ZKM_1
-2.36,0.0,3ZKM_1
-3.1800000000000006,0.0,3OKD_1
-3.1800000000000006,0.0,3OKD_1
-1.15,0.0,5D6C_1
-1.15,0.0,5D6C_1
-0.7799999999999998,0.47,1XIW_1
-0.7799999999999998,0.47,1XIW_1
-0.18999999999999997,0.0,4LQF_1
-0.18999999999999997,0.0,4LQF_1
-1.9099999999999997,0.37,6AVN_1
-1.9099999999999997,0.37,6AVN_1
-5.239999999999999,,3U7Y_1
-5.239999999999999,,3U7Y_1
-1.4699999999999998,0.0,1OSP_1
-1.4699999999999998,0.0,1OSP_1
0.8,0.0,5XCR_1
0.8,0.0,5XCR_1
0.4600000000000001,0.0,4XCN_6
0.4600000000000001,0.0,4XCN_6
-1.14,0.0,1BLN_1
-1.14,0.0,1BLN_1
-1.3099999999999998,0.0,2ADF_1
-1.3099999999999998,0.0,2ADF_1
-0.010000000000000026,0.0,4OCX_1
-0.010000000000000026,0.0,4OCX_1
-2.4399999999999995,0.23,4J6R_1
-2.4399999999999995,0.23,4J6R_1
0.3700000000000001,0.0,1A5F_1
0.3700000000000001,0.0,1A5F_1
-1.82,0.0,6DZL_1
-1.82,0.0,6DZL_1
-3.06,0.14,2OR9_1
-3.06,0.14,2OR9_1
9.367506770274758e-17,0.0,5TQQ_1
9.367506770274758e-17,0.0,5TQQ_1
-0.32999999999999996,0.07999999999999996,4D3C_1
-0.32999999999999996,0.07999999999999996,4D3C_1
0.17999999999999972,,5OD0_1
0.17999999999999972,,5OD0_1
0.8700000000000003,,5FCU_1
0.8700000000000003,,5FCU_1
0.5100000000000001,0.0,1XGQ_1
0.5100000000000001,0.0,1XGQ_1
2.13,0.0,4KTE_1
2.13,0.0,4KTE_1
-0.57,0.0,1GPO_1
-0.57,0.0,1GPO_1
0.9800000000000002,0.0,3EOT_1
0.9800000000000002,0.0,3EOT_1
-1.3400000000000003,0.0,6BP2_1
-1.3400000000000003,0.0,6BP2_1
0.52,0.7,5V6M_1
0.52,0.7,5V6M_1
-3.4,0.14,5T5F_1
-3.4,0.14,5T5F_1
0.18000000000000013,0.14,6CXY_1
0.18000000000000013,0.14,6CXY_1
-0.27999999999999986,0.0,4DVB_1
-0.27999999999999986,0.0,4DVB_1
-2.29,0.0,1IL1_1
-2.29,0.0,1IL1_1
0.18000000000000016,0.0,5USL_2
0.18000000000000016,0.0,5USL_2
0.08000000000000006,0.0,1F11_1
0.08000000000000006,0.0,1F11_1
-0.78,0.0,5KVG_1
-0.78,0.0,5KVG_1
-1.51,0.23,5FHA_1
-1.51,0.23,5FHA_1
-0.3899999999999999,0.0,2FL5_1
-0.3899999999999999,0.0,2FL5_1
-2.06,0.0,1HEZ_1
-2.06,0.0,1HEZ_1
1.0,0.0,6I04_1
1.0,0.0,6I04_1
0.4700000000000001,0.010000000000000009,5OCC_1
0.4700000000000001,0.010000000000000009,5OCC_1
1.2000000000000002,0.12,3TT3_1
1.2000000000000002,0.12,3TT3_1
-2.4999999999999996,0.0,4HPO_1
-2.4999999999999996,0.0,4HPO_1
-0.8300000000000001,0.0,2A77_1
-0.8300000000000001,0.0,2A77_1
1.07,0.19,3I2C_1
1.07,0.19,3I2C_1
-2.14,0.39,4M1G_1
-2.14,0.39,4M1G_1
-5.1899999999999995,0.44,4OCS_1
-5.1899999999999995,0.44,4OCS_1
1.4300000000000002,0.0,4DCQ_1
1.4300000000000002,0.0,4DCQ_1
0.5700000000000003,0.0,1FVE_1
0.5700000000000003,0.0,1FVE_1
-0.16000000000000006,0.39,4JZJ_1
-0.16000000000000006,0.39,4JZJ_1
-0.6699999999999998,0.0,2Y07_1
-0.6699999999999998,0.0,2Y07_1
1.06,0.0,1CIC_2
1.06,0.0,1CIC_2
-0.049999999999999836,0.0,3WD5_1
-0.049999999999999836,0.0,3WD5_1
-2.2,,4PTU_1
-2.2,,4PTU_1
0.5100000000000001,0.0,1XGP_1
0.5100000000000001,0.0,1XGP_1
-0.65,0.0,5UDD_6
-0.65,0.0,5UDD_6
-1.1099999999999999,0.0,4MWF_1
-1.1099999999999999,0.0,4MWF_1
-1.1999999999999997,0.45999999999999996,6DB5_1
-1.1999999999999997,0.45999999999999996,6DB5_1
-5.09,0.0,1KIR_1
-5.09,0.0,1KIR_1
0.27000000000000024,0.35,5CMA_1
0.27000000000000024,0.35,5CMA_1
-0.96,0.0,1FOR_1
-0.96,0.0,1FOR_1
-2.9,0.0,5NUZ_1
-2.9,0.0,5NUZ_1
-2.3,0.14,6OBZ_1
-2.3,0.14,6OBZ_1
0.26,0.0,4LLU_2
0.26,0.0,4LLU_2
-0.73,0.0,4KVC_1
-0.73,0.0,4KVC_1
-0.9199999999999998,1.08,4YBQ_1
-0.9199999999999998,1.08,4YBQ_1
-3.4099999999999997,1.54,3QPX_1
-3.4099999999999997,1.54,3QPX_1
-1.8499999999999999,0.0,3CMO_1
-1.8499999999999999,0.0,3CMO_1
-2.4999999999999982,0.0,2A9M_1
-2.4999999999999982,0.0,2A9M_1
-0.8199999999999998,0.0,5IBU_1
-0.8199999999999998,0.0,5IBU_1
-1.0,0.0,3LRS_1
-1.0,0.0,3LRS_1
-0.5199999999999996,,5VZY_1
-0.5199999999999996,,5VZY_1
-0.9199999999999999,1.4300000000000002,1C1E_1
-0.9199999999999999,1.4300000000000002,1C1E_1
0.12000000000000033,,4GXV_1
0.12000000000000033,,4GXV_1
-2.66,,3V6O_2
-2.66,,3V6O_2
-1.44,0.9400000000000001,6GC2_1
-1.44,0.9400000000000001,6GC2_1
-0.47999999999999976,0.0,3TWC_1
-0.47999999999999976,0.0,3TWC_1
0.6200000000000001,0.0,1Z3G_1
0.6200000000000001,0.0,1Z3G_1
0.5700000000000003,0.0,5TDN_1
0.5700000000000003,0.0,5TDN_1
-0.23,0.0,1IGT_1
-0.23,0.0,1IGT_1
-1.5599999999999998,0.5599999999999999,3V6F_1
-1.5599999999999998,0.5599999999999999,3V6F_1
0.8300000000000002,0.0,3H3P_1
0.8300000000000002,0.0,3H3P_1
1.06,,3SGE_1
1.06,,3SGE_1
0.20000000000000015,0.0,5GZ0_1
0.20000000000000015,0.0,5GZ0_1
-1.46,0.0,1R24_1
-1.46,0.0,1R24_1
-1.7700000000000002,0.0,5XCV_2
-1.7700000000000002,0.0,5XCV_2
-1.2399999999999998,0.17999999999999994,1ZTX_1
-1.2399999999999998,0.17999999999999994,1ZTX_1
-5.09,0.0,1A2Y_1
-5.09,0.0,1A2Y_1
-1.34,0.5599999999999999,1EJO_1
-1.34,0.5599999999999999,1EJO_1
-2.36,0.0,1R70_1
-2.36,0.0,1R70_1
0.7300000000000002,0.020000000000000018,3LMJ_1
0.7300000000000002,0.020000000000000018,3LMJ_1
-3.710000000000001,0.0,4HGW_1
-3.710000000000001,0.0,4HGW_1
-4.620000000000001,0.8400000000000001,4K3D_1
-4.620000000000001,0.8400000000000001,4K3D_1
-1.6699999999999997,,4OJF_1
-1.6699999999999997,,4OJF_1
-1.3399999999999996,,2AI0_2
-1.3399999999999996,,2AI0_2
-3.3000000000000003,1.6400000000000001,4ODS_1
-3.3000000000000003,1.6400000000000001,4ODS_1
1.5599999999999998,0.16,5TUD_1
1.5599999999999998,0.16,5TUD_1
0.49999999999999967,0.45999999999999996,5CCK_1
0.49999999999999967,0.45999999999999996,5CCK_1
-0.5,0.0,1FLR_1
-0.5,0.0,1FLR_1
-1.89,0.0,3DVG_1
-1.89,0.0,3DVG_1
-1.95,0.0,6FAB_1
-1.95,0.0,6FAB_1
-1.9600000000000004,0.54,3J6U_1
-1.9600000000000004,0.54,3J6U_1
-0.5199999999999998,1.08,4UV4_1
-0.5199999999999998,1.08,4UV4_1
1.3000000000000005,,4IOI_1
1.3000000000000005,,4IOI_1
-1.7100000000000002,0.38,6B0H_1
-1.7100000000000002,0.38,6B0H_1
-0.029999999999999916,0.0,4P59_1
-0.029999999999999916,0.0,4P59_1
-0.12999999999999992,0.0,5U15_1
-0.12999999999999992,0.0,5U15_1
-1.0499999999999996,,5HI4_1
-1.0499999999999996,,5HI4_1
-2.06,0.23,4R7D_1
-2.06,0.23,4R7D_1
-0.019999999999999702,0.0,3EFF_1
-0.019999999999999702,0.0,3EFF_1
-0.2100000000000002,,3SE9_1
-0.2100000000000002,,3SE9_1
-0.9899999999999998,0.43,6GFE_1
-0.9899999999999998,0.43,6GFE_1
-0.8899999999999999,0.0,2DQI_1
-0.8899999999999999,0.0,2DQI_1
-0.6200000000000001,0.0,4HLZ_1
-0.6200000000000001,0.0,4HLZ_1
-2.0900000000000003,0.0,6IAP_1
-2.0900000000000003,0.0,6IAP_1
-2.21,0.0,1AD9_1
-2.21,0.0,1AD9_1
0.5000000000000002,,4XAW_1
0.5000000000000002,,4XAW_1
-1.2999999999999994,,5GKS_1
-1.2999999999999994,,5GKS_1
0.16,0.0,4OKV_1
0.16,0.0,4OKV_1
-2.0300000000000002,0.24000000000000002,1ETZ_1
-2.0300000000000002,0.24000000000000002,1ETZ_1
-4.32,0.6799999999999999,6N8D_1
-4.32,0.6799999999999999,6N8D_1
1.6300000000000003,,6CDP_1
1.6300000000000003,,6CDP_1
-0.8700000000000001,0.0,5W6C_1
-0.8700000000000001,0.0,5W6C_1
0.03000000000000023,0.52,6CW3_1
0.03000000000000023,0.52,6CW3_1
0.8900000000000003,,6HF1_1
0.8900000000000003,,6HF1_1
-0.47999999999999987,0.0,4Q0X_1
-0.47999999999999987,0.0,4Q0X_1
0.2500000000000002,0.6499999999999999,4J8R_1
0.2500000000000002,0.6499999999999999,4J8R_1
1.2600000000000002,0.0,5BK5_1
